esg_id,branch_id,reporting_month,energy_bill,energy_kwh,fuel_litres,paper_reams,waste_kg,water_litres,training_hours,complaints_count
602,41,2024-08-24,42140.89,24428.1,6413.27,1156.67,4190.45,74036.69,349.81,4
603,18,2024-08-25,111854.82,39037.23,1044.98,1885.55,290.91,76713.18,80.09,1
604,24,2024-08-26,40729.93,22860.58,2710.85,642.01,3564.04,65550.22,72.92,23
605,18,2024-08-27,175228.68,41233.68,3892.26,339.64,3573.51,63987.65,47.06,49
606,50,2024-08-28,164098.67,40852.43,5605.91,1347.45,4071.55,5831.6,435.23,15
607,33,2024-08-29,108142.86,14453.23,5069.99,770.49,1021.97,66054.81,411.57,8
608,44,2024-08-30,142433.89,35726.19,2485.58,941.61,4443.25,66662.72,71.93,1
609,49,2024-08-31,14130.0,2966.66,1913.78,1853.34,2910.88,90034.31,136.93,39
610,18,2024-09-01,71238.85,15974.76,1386.01,1403.22,3149.36,73325.87,274.66,48
611,23,2024-09-02,29732.31,24214.27,9970.93,1630.57,2101.47,65675.43,106.34,26
612,45,2024-09-03,114037.14,16699.73,3817.51,1934.66,715.77,24880.35,334.33,7
613,7,2024-09-04,142075.42,5876.25,5336.81,1656.93,2211.57,40769.46,114.03,30
614,9,2024-09-05,59395.73,11876.08,1372.53,1900.45,500.1,37458.51,361.17,28
615,19,2024-09-06,66183.82,22157.58,8152.63,103.53,1527.75,71295.94,247.3,40
616,46,2024-09-07,68528.93,43757.33,4555.97,1031.16,733.45,10337.39,424.31,30
617,41,2024-09-08,30379.14,38356.76,5754.8,1767.68,4274.93,38537.78,177.63,33
618,29,2024-09-09,44367.53,1887.06,3968.85,988.06,1999.6,21844.86,156.91,28
619,49,2024-09-10,106039.48,46391.66,9674.21,1053.21,4127.38,8566.29,335.83,7
620,20,2024-09-11,48766.09,49542.33,2879.25,1991.71,2020.2,38971.46,266.76,37
621,26,2024-09-12,86293.76,35792.35,5852.11,984.4,1021.84,44058.7,239.59,42
622,3,2024-09-13,49529.3,12027.35,6018.51,451.85,2345.09,9171.26,383.65,21
623,16,2024-09-14,186003.96,10290.7,5113.65,376.68,2082.65,60101.58,236.39,31
624,16,2024-09-15,137017.5,7704.88,4711.77,353.7,51.09,59780.45,55.74,13
625,19,2024-09-16,163988.36,23156.06,3276.19,158.36,359.14,79112.76,345.3,48
626,19,2024-09-17,175427.43,29876.57,7110.55,1614.51,998.21,70797.92,83.34,41
627,26,2024-09-18,77317.49,24306.95,435.14,218.98,4371.73,59502.52,423.32,32
628,15,2024-09-19,77161.21,41242.62,500.52,277.63,1565.16,16915.03,394.53,19
629,24,2024-09-20,74427.25,14942.06,9348.0,1581.0,4749.02,63911.49,1.76,38
630,9,2024-09-21,167897.47,35872.05,2747.34,164.98,3528.36,68400.76,232.23,38
631,17,2024-09-22,117501.45,10222.21,9997.32,62.93,1641.74,52979.09,225.5,18
632,49,2024-09-23,62154.59,4182.48,6893.01,594.47,3780.8,62475.31,343.66,26
633,5,2024-09-24,7073.9,45444.03,656.02,1134.05,389.16,20809.04,299.88,34
634,30,2024-09-25,172014.22,26955.81,2963.09,1959.6,2929.44,1853.67,84.61,37
635,43,2024-09-26,131669.12,16847.87,7394.79,1093.64,1970.86,29132.59,441.56,22
636,4,2024-09-27,155130.2,34718.0,1210.88,247.35,3628.42,48952.28,157.97,29
637,45,2024-09-28,80955.73,24154.22,2309.08,1126.03,2610.87,32825.88,44.55,11
638,13,2024-09-29,139397.56,33952.63,6590.5,1721.86,3582.37,23348.8,55.6,47
639,2,2024-09-30,194129.33,31525.73,1188.56,1416.65,2681.58,97339.71,232.05,12
640,37,2024-10-01,93404.88,46728.25,1379.4,571.69,500.4,29177.26,17.4,31
641,9,2024-10-02,48358.04,47865.95,4192.93,60.72,1740.06,85799.16,254.74,47
642,48,2024-10-03,190962.76,37519.91,9622.85,1459.48,4727.53,18962.69,91.03,14
643,22,2024-10-04,16911.65,18909.32,8847.39,561.87,3343.18,10339.08,448.96,18
644,39,2024-10-05,55435.27,29714.99,4649.6,1905.91,4602.99,53242.94,335.47,31
645,6,2024-10-06,151450.33,46682.61,9803.79,1898.24,3892.08,52443.98,161.78,36
646,5,2024-10-07,94108.68,38790.27,8158.58,195.86,3622.86,23722.29,38.98,40
647,20,2024-10-08,112640.56,25640.45,8359.06,1731.85,2015.71,28092.17,271.62,15
648,3,2024-10-09,39704.18,24884.62,3679.32,565.48,4630.15,28657.16,250.31,34
649,26,2024-10-10,57142.35,28328.81,5710.93,1027.74,1506.65,30559.07,423.71,21
650,6,2024-10-11,87112.26,42329.43,6732.8,1077.0,2177.79,45166.59,121.41,15
651,33,2024-10-12,82155.66,8286.55,459.81,1108.8,1536.09,96061.37,451.37,39
652,20,2024-10-13,123963.62,45900.06,7918.55,124.67,2875.68,1320.76,186.76,14
653,21,2024-10-14,84167.93,32988.04,9107.27,1003.13,1843.73,53433.8,124.66,4
654,39,2024-10-15,132184.96,3604.12,3395.54,913.64,4534.97,65150.82,11.29,5
655,15,2024-10-16,64897.09,31436.17,5660.22,695.08,3759.02,48961.57,220.4,33
656,34,2024-10-17,100924.53,34504.19,812.31,657.62,3865.45,86248.76,22.32,32
657,32,2024-10-18,128107.64,22048.49,4899.46,545.38,641.3,9858.21,44.79,9
658,36,2024-10-19,72598.65,9815.44,819.88,928.48,3901.36,68909.14,68.79,11
659,44,2024-10-20,17739.67,16500.53,2562.96,1726.07,89.97,55133.82,41.73,5
660,2,2024-10-21,85200.32,39675.62,680.85,639.66,3396.98,33165.99,96.91,45
661,17,2024-10-22,122933.16,30636.91,3685.31,1518.57,2196.88,3580.56,259.66,5
662,20,2024-10-23,27263.18,20567.03,5983.08,642.83,4062.02,73057.43,53.74,8
663,42,2024-10-24,10754.0,10779.02,2541.6,359.15,2923.19,24215.17,306.46,32
664,33,2024-10-25,145866.91,13693.76,2943.55,1049.63,2241.39,61529.85,398.95,29
665,7,2024-10-26,81590.42,42791.93,2415.89,615.41,1968.36,45169.35,162.7,24
666,19,2024-10-27,179180.34,10110.61,7365.45,1952.79,2332.03,59704.96,292.62,31
667,7,2024-10-28,32757.09,16529.79,6703.9,197.12,4717.83,91207.44,408.43,44
668,27,2024-10-29,53871.74,7676.52,4817.27,992.94,2081.13,13051.08,342.87,31
669,15,2024-10-30,80069.78,49999.33,4255.71,588.64,1482.38,56070.47,356.44,10
670,15,2024-10-31,125527.62,24752.95,9731.9,23.95,4820.41,23252.45,201.11,43
671,48,2024-11-01,114075.98,22037.38,6750.28,1582.62,1618.42,14461.29,364.02,27
672,3,2024-11-02,93559.46,33220.05,400.25,1398.35,2762.21,67236.5,314.83,8
673,42,2024-11-03,167702.76,47788.22,7166.68,921.25,1969.52,26323.03,141.12,26
674,43,2024-11-04,42226.45,10028.73,1639.26,733.27,4711.69,96797.42,44.46,31
675,4,2024-11-05,123823.96,42796.52,1030.64,1904.48,3570.49,63527.32,141.26,20
676,25,2024-11-06,10395.01,49182.85,6255.21,827.93,1482.04,23762.8,368.88,22
677,21,2024-11-07,198594.47,21017.14,7784.54,936.68,3758.95,33196.77,453.54,20
678,11,2024-11-08,40775.51,49309.66,7315.59,502.88,4746.93,17700.67,171.39,10
679,29,2024-11-09,194518.82,4790.57,8882.65,904.6,710.44,64099.13,42.33,25
680,6,2024-11-10,129009.67,21780.56,6290.73,344.38,4899.59,35795.27,20.52,9
681,10,2024-11-11,61067.4,19678.88,2126.65,1501.45,477.73,81224.72,310.76,6
682,13,2024-11-12,5809.01,10994.12,7738.94,542.23,3856.84,1583.31,191.15,27
683,32,2024-11-13,22377.19,8369.82,9697.66,1385.79,3476.75,73690.59,163.91,10
684,46,2024-11-14,135303.1,25627.85,9316.92,1117.15,3141.27,75314.14,125.02,33
685,24,2024-11-15,124985.42,48565.15,5224.84,169.02,1871.15,99775.44,195.92,11
686,23,2024-11-16,49793.7,45997.08,9716.2,222.31,468.85,60988.5,229.35,8
687,17,2024-11-17,82729.0,26192.57,238.1,1786.17,4577.06,28347.43,341.97,13
688,8,2024-11-18,193674.93,13385.71,194.47,885.17,4856.53,36120.31,11.42,31
689,2,2024-11-19,195449.0,33747.08,3774.31,1117.68,1287.02,20226.11,160.39,12
690,30,2024-11-20,19796.84,31100.7,4304.54,971.26,4725.95,64408.44,475.38,49
691,1,2024-11-21,145110.62,13451.94,3558.14,485.51,110.41,45102.97,132.06,49
692,3,2024-11-22,75241.2,30593.1,3872.98,896.68,4412.46,67054.95,246.32,49
693,42,2024-11-23,150777.15,17357.73,2840.61,544.32,1533.91,57692.21,121.88,11
694,14,2024-11-24,114371.2,6909.93,5023.46,1141.91,4605.86,92926.93,256.57,20
695,27,2024-11-25,92934.32,16274.41,9848.17,956.15,3185.03,45194.07,127.24,13
696,14,2024-11-26,149435.24,34946.34,6262.38,559.02,1175.14,22235.65,138.96,39
697,8,2024-11-27,134252.62,19334.1,8650.76,384.34,3215.96,47945.23,346.46,3
698,36,2024-11-28,62721.71,40746.16,2519.44,21.11,4127.76,8201.73,410.83,5
699,26,2024-11-29,179806.65,37157.52,1934.93,1639.46,4186.08,65730.26,425.99,9
700,48,2024-11-30,101929.79,49722.2,8492.47,1387.17,4488.99,49305.0,250.82,20
701,18,2024-12-01,7913.63,24464.9,7793.52,1569.35,1866.1,27341.29,378.03,35
702,23,2024-12-02,188754.32,17122.44,8167.27,417.88,2613.97,22773.3,206.85,47
703,31,2024-12-03,187722.19,26269.71,4723.86,1916.46,982.18,81737.93,281.11,15
704,6,2024-12-04,199295.66,22611.51,6303.12,300.88,4997.86,39340.5,221.36,14
705,20,2024-12-05,122573.78,18494.91,8495.79,653.24,2366.95,31096.87,125.49,13
706,33,2024-12-06,153923.14,24213.86,6474.06,211.19,3788.65,4836.72,24.05,24
707,42,2024-12-07,155840.03,15625.68,3116.32,1786.93,3951.21,75792.44,496.4,1
708,27,2024-12-08,152522.51,15359.43,4761.63,410.19,4785.81,93445.79,463.15,14
709,5,2024-12-09,111784.61,18583.95,4919.55,80.41,4917.26,18847.03,449.15,3
710,41,2024-12-10,15085.49,27458.42,6187.77,741.96,4736.81,28818.42,383.78,14
711,25,2024-12-11,155848.04,39102.75,9990.39,1226.69,87.59,93055.69,159.67,30
712,28,2024-12-12,40090.42,20817.5,143.48,1598.39,1499.3,47966.84,265.64,26
713,46,2024-12-13,163068.78,3268.96,5260.72,1808.88,1325.99,82352.67,408.99,8
714,16,2024-12-14,61769.12,25283.35,1420.12,1512.63,1205.4,58246.36,204.29,38
715,44,2024-12-15,161825.32,14744.82,279.24,1230.97,297.43,29851.06,51.15,7
716,18,2024-12-16,199643.64,30096.45,1423.17,1868.83,1832.35,13442.95,279.65,22
717,24,2024-12-17,75160.01,35712.91,8056.77,1513.26,620.37,69528.38,451.53,45
718,6,2024-12-18,145743.39,35401.83,6253.26,1638.04,4112.23,42483.12,213.01,36
719,13,2024-12-19,105306.6,6945.97,4982.69,531.88,3014.98,67748.81,380.7,8
720,16,2024-12-20,163176.73,42725.44,7014.33,1834.83,3022.74,14427.39,393.95,21
721,44,2024-12-21,43421.98,13192.46,843.33,1065.8,1590.09,70644.74,114.13,35
722,39,2024-12-22,99521.62,4584.04,9181.39,570.44,3452.82,71965.76,243.86,14
723,17,2024-12-23,29985.81,31322.87,4879.2,35.06,1594.77,73551.44,390.03,6
724,17,2024-12-24,160891.21,3951.41,7475.18,1048.5,4508.99,42569.81,157.62,30
725,24,2024-12-25,7963.32,37704.04,5301.48,1430.92,3153.66,97852.67,297.14,19
726,38,2024-12-26,147158.45,41976.51,8046.05,905.38,4580.41,57230.99,434.17,26
727,14,2024-12-27,83252.19,17840.92,6706.24,1305.79,2018.46,3473.06,474.72,44
728,22,2024-12-28,199713.27,5540.21,9885.79,800.18,1300.93,56063.12,339.25,17
729,32,2024-12-29,97261.56,29068.05,5227.56,1677.9,4218.7,6345.12,125.86,36
730,21,2024-12-30,195403.67,28384.18,9795.18,327.06,2919.31,84881.23,244.95,49
731,16,2024-12-31,38542.3,23315.26,9584.61,895.12,3452.76,42235.37,201.09,8
732,1,2025-01-01,190109.84,42103.02,2161.21,529.98,3832.97,51787.82,480.92,23
733,8,2025-01-02,177418.11,46363.06,1368.83,205.35,4802.63,82070.27,342.14,11
734,1,2025-01-03,199438.62,34491.05,2296.68,332.4,2949.77,11918.62,146.48,27
735,34,2025-01-04,36537.61,12099.38,3519.88,650.71,4105.95,82393.64,148.89,12
736,28,2025-01-05,39391.17,29639.07,6915.85,1398.57,1791.64,8085.67,491.67,45
737,34,2025-01-06,145488.37,36272.91,4737.25,275.85,1895.03,92247.19,450.93,26
738,21,2025-01-07,118932.91,16055.19,5795.3,1193.86,1592.74,91603.13,363.8,46
739,5,2025-01-08,5523.84,33483.49,5817.77,1189.57,706.87,90877.8,307.33,14
740,23,2025-01-09,80921.61,33538.87,2691.76,1570.99,4763.84,47965.02,469.37,34
741,7,2025-01-10,143698.82,48203.62,5257.07,191.23,4597.0,23013.86,59.69,38
742,20,2025-01-11,19803.33,34969.02,9209.14,116.3,2158.28,54995.72,214.2,22
743,39,2025-01-12,31813.64,24104.66,8305.07,10.36,1758.82,59527.06,244.19,11
744,19,2025-01-13,132904.66,3989.45,2885.26,645.15,1579.03,45787.03,26.1,7
745,25,2025-01-14,154955.88,22665.49,478.31,1685.1,1896.59,61069.0,471.19,6
746,28,2025-01-15,9351.55,42893.37,3433.23,1688.3,617.2,64810.5,138.63,47
747,10,2025-01-16,35702.85,7309.64,2389.49,1695.05,3647.86,43020.09,30.3,23
748,1,2025-01-17,56227.38,23656.27,814.49,440.81,1103.76,76416.18,179.4,12
749,12,2025-01-18,156243.46,15267.17,3114.07,1615.3,2056.26,71002.52,128.53,26
750,4,2025-01-19,189478.57,13081.2,2772.23,1536.79,639.77,92492.14,294.21,4
751,24,2025-01-20,11382.91,24935.15,1433.99,1910.3,2680.82,10059.0,248.75,8
752,16,2025-01-21,91624.62,26072.48,8246.3,1685.14,2767.24,91325.86,219.85,43
753,3,2025-01-22,149263.35,28703.47,3916.92,1055.62,319.13,8894.91,156.98,14
754,6,2025-01-23,29846.39,23883.68,1411.78,906.66,1118.7,91388.72,84.55,25
755,15,2025-01-24,83385.8,27905.38,2169.09,924.82,2313.89,62843.61,74.94,22
756,43,2025-01-25,147685.01,22658.89,5316.64,977.25,191.93,9907.0,447.47,24
757,39,2025-01-26,80973.39,11544.27,7571.74,1600.61,3033.0,25112.69,339.65,31
758,38,2025-01-27,131470.62,38087.7,8513.66,1788.5,2455.88,24997.29,202.67,25
759,43,2025-01-28,178540.58,32595.54,9401.87,762.7,4068.54,43338.53,249.82,28
760,28,2025-01-29,93019.25,49107.58,1873.67,1556.98,3407.69,2290.54,437.74,8
761,23,2025-01-30,89904.24,11014.57,7532.71,1329.26,1294.83,46529.79,477.59,44
762,50,2025-01-31,173173.05,11744.62,5268.22,1637.29,1056.26,50233.27,458.12,0
763,4,2025-02-01,151983.42,9186.48,7239.29,1448.19,3038.31,50671.34,472.02,5
764,21,2025-02-02,168518.44,18156.72,4716.57,874.13,4192.71,97447.11,216.27,42
765,17,2025-02-03,155837.67,17225.02,8847.52,1134.0,2761.12,50202.18,358.63,14
766,41,2025-02-04,26579.31,32966.42,6800.92,583.56,2844.57,50458.75,427.33,27
767,24,2025-02-05,100454.48,27447.17,204.69,1502.54,4232.45,78168.21,12.39,4
768,1,2025-02-06,24049.92,21893.06,8001.02,403.75,3608.79,18607.11,390.68,2
769,7,2025-02-07,198205.91,9541.22,6450.76,395.81,1957.04,91162.2,266.48,23
770,1,2025-02-08,127003.36,16212.29,1062.28,1959.14,2199.37,94408.14,381.98,34
771,40,2025-02-09,176777.41,2731.95,2249.65,1715.96,1864.01,72508.87,451.74,15
772,32,2025-02-10,16850.07,3757.41,4427.27,541.02,1909.74,15370.31,342.65,11
773,39,2025-02-11,15904.59,19268.42,8321.14,74.65,4310.54,65840.97,94.34,49
774,49,2025-02-12,138483.29,46989.05,3669.48,1786.14,2599.5,28072.37,3.13,19
775,22,2025-02-13,143460.49,46277.73,262.24,377.21,4612.26,9332.9,292.43,27
776,3,2025-02-14,146438.63,24140.68,3000.28,1789.68,4419.75,46702.96,24.71,36
777,32,2025-02-15,50881.44,1971.24,1895.95,1867.54,2157.31,75319.57,45.62,11
778,3,2025-02-16,184967.89,4285.05,9781.5,1828.34,2505.32,11742.65,242.32,21
779,3,2025-02-17,106801.74,5500.6,334.23,122.29,4995.62,84307.97,148.05,46
780,40,2025-02-18,166704.38,25998.91,6015.6,1517.88,2246.0,12514.18,290.14,5
781,38,2025-02-19,82734.98,13432.22,1924.48,968.92,1565.84,12753.78,136.66,45
782,22,2025-02-20,69459.85,5657.25,6843.21,503.72,1006.51,37643.48,427.41,4
783,24,2025-02-21,88618.4,16849.95,900.29,400.3,2042.77,44236.28,338.21,24
784,22,2025-02-22,121821.23,23967.99,7125.54,383.95,2913.5,55818.55,279.31,47
785,22,2025-02-23,178181.1,12577.81,1170.13,1054.35,2054.29,76747.86,71.72,40
786,32,2025-02-24,173461.67,36818.89,2496.79,1326.83,4805.71,13180.21,302.12,24
787,6,2025-02-25,25381.8,5750.8,2061.87,1731.66,4529.86,42771.91,133.5,45
788,34,2025-02-26,160234.24,14840.9,7707.45,590.74,2936.47,80282.86,293.99,4
789,42,2025-02-27,45452.03,26085.16,1871.19,405.67,2449.8,22323.74,352.2,0
790,25,2025-02-28,86697.72,6531.15,4063.07,1795.76,4168.34,91239.8,138.21,29
791,47,2025-03-01,170130.7,18088.57,5796.64,1709.96,3981.14,78002.24,267.34,21
792,4,2025-03-02,27367.41,3871.34,5854.68,781.62,3698.85,9428.24,498.77,24
793,25,2025-03-03,127764.47,23951.34,2039.72,533.78,67.86,32001.53,182.85,4
794,45,2025-03-04,174194.97,13119.04,587.7,393.04,4390.46,7499.21,388.99,36
795,33,2025-03-05,57676.96,12617.9,5721.73,63.59,903.64,96345.1,132.73,39
796,46,2025-03-06,129308.28,41014.87,9091.68,87.57,4204.86,2934.4,239.16,19
797,32,2025-03-07,94356.35,3090.25,6791.61,180.98,1408.07,58135.87,47.95,33
798,9,2025-03-08,93974.4,10504.67,1672.84,514.62,60.29,82070.78,166.19,23
799,34,2025-03-09,123219.95,17197.72,2759.22,806.78,1331.85,93146.51,27.09,30
800,2,2025-03-10,18803.04,47664.99,1264.01,1007.2,1340.72,78877.13,351.45,1
801,41,2025-03-11,74058.55,7302.68,5811.51,360.71,3104.04,5996.88,339.99,45
802,27,2025-03-12,25708.95,41785.81,3329.42,423.67,733.06,5303.64,2.33,23
803,8,2025-03-13,54026.84,31278.05,8242.52,1666.39,4451.16,87936.74,284.93,18
804,49,2025-03-14,82966.02,37541.58,3519.12,450.22,3539.97,11108.7,77.49,0
805,18,2025-03-15,98990.13,9190.04,1633.55,973.46,2684.71,87823.77,198.18,15
806,44,2025-03-16,119433.79,7887.09,8269.58,1393.85,4340.06,69409.73,39.01,31
807,29,2025-03-17,65679.15,6232.35,2138.5,199.51,713.71,32430.13,76.24,23
808,8,2025-03-18,50531.38,45891.08,3161.48,686.92,2902.56,60739.8,336.12,24
809,38,2025-03-19,153279.77,11326.57,9102.88,1080.9,1148.06,15812.06,343.01,45
810,50,2025-03-20,72837.31,38800.3,8325.06,1685.5,4857.72,63270.53,469.94,32
811,48,2025-03-21,176738.12,16553.36,1265.69,330.31,4268.32,33255.18,378.84,13
812,29,2025-03-22,83887.78,49966.5,6122.55,453.05,4904.94,97102.17,221.26,45
813,46,2025-03-23,193028.91,29407.32,2704.86,850.04,3538.05,16802.05,458.43,27
814,24,2025-03-24,188103.0,8466.33,1658.84,1521.61,147.41,88953.22,81.1,37
815,18,2025-03-25,151386.85,45097.24,4637.74,1116.01,1596.85,96884.16,443.77,25
816,10,2025-03-26,159489.68,48477.98,7146.2,55.38,2590.63,24588.37,81.95,0
817,16,2025-03-27,176050.2,25078.44,1923.33,449.28,2891.62,22472.69,482.87,43
818,25,2025-03-28,102207.92,49812.05,6914.72,868.62,4510.88,86430.42,473.32,8
819,39,2025-03-29,153335.19,39552.25,8604.98,959.46,4079.37,30106.05,260.43,34
820,19,2025-03-30,35299.99,27522.44,810.57,646.04,2548.68,82177.51,228.87,48
821,6,2025-03-31,180784.7,41864.17,2852.96,1898.26,974.3,29462.36,330.48,1
822,50,2025-04-01,112161.39,15777.94,6089.75,1760.89,280.57,48764.86,262.38,22
823,38,2025-04-02,26038.38,37247.55,5206.79,1859.34,4369.35,14560.05,343.67,46
824,46,2025-04-03,132008.93,39264.72,3232.94,515.47,643.24,37256.42,283.91,44
825,41,2025-04-04,94879.06,30767.24,5917.68,932.48,4087.46,11187.16,3.31,21
826,24,2025-04-05,88667.24,15178.16,5489.26,1322.68,4203.62,84071.81,16.28,4
827,32,2025-04-06,15393.98,4701.11,5413.39,1272.2,1440.41,61067.23,451.84,40
828,39,2025-04-07,172250.75,41457.97,9051.45,1339.13,128.27,40019.36,350.84,14
829,43,2025-04-08,136932.46,24046.66,6050.61,1238.71,2876.4,66133.44,178.69,18
830,49,2025-04-09,161160.53,16617.09,873.51,717.67,3784.74,19677.26,415.75,23
831,36,2025-04-10,177175.52,26987.37,5382.45,467.64,275.88,4866.54,240.39,7
832,15,2025-04-11,23688.03,43858.94,5931.35,897.15,1507.7,80071.71,321.99,48
833,4,2025-04-12,133705.84,40846.78,4521.4,1834.13,2271.58,4368.6,67.74,44
834,16,2025-04-13,113062.08,25219.6,9032.25,1890.71,284.99,11025.95,407.37,7
835,25,2025-04-14,169780.91,28683.54,7007.89,1290.55,1705.37,44672.5,231.84,1
836,17,2025-04-15,62896.31,36834.56,6345.31,424.33,1935.54,23803.28,317.34,48
837,42,2025-04-16,28132.92,17132.75,4442.88,1128.44,4689.22,85962.21,5.7,3
838,21,2025-04-17,167278.61,37265.41,6641.74,1945.99,395.04,63749.25,232.43,7
839,18,2025-04-18,186194.24,16978.3,2871.22,1041.4,3398.94,11401.44,356.7,12
840,42,2025-04-19,119250.87,47739.42,7460.8,500.86,2025.99,35077.21,436.62,40
841,10,2025-04-20,53352.42,7792.28,472.31,1887.13,4905.52,62258.06,83.71,34
842,27,2025-04-21,195465.21,18073.46,8277.74,1979.17,380.12,33795.24,390.65,39
843,7,2025-04-22,81543.89,22514.33,8629.01,427.2,1247.09,17188.31,74.96,45
844,19,2025-04-23,71941.69,36008.68,1202.34,347.97,3080.14,68814.91,326.18,43
845,20,2025-04-24,124178.13,5001.87,8307.92,880.78,4658.68,28975.53,408.41,38
846,37,2025-04-25,162711.37,33901.25,3834.12,851.13,4899.72,53412.31,313.32,1
847,8,2025-04-26,151351.49,13713.72,4909.28,1166.51,1743.17,49062.35,287.13,7
848,50,2025-04-27,78213.73,25544.74,3276.16,309.12,3938.87,87782.78,274.44,6
849,7,2025-04-28,66908.01,13516.15,9024.85,973.08,4955.79,18527.03,259.62,22
850,48,2025-04-29,10957.84,33864.75,4337.72,723.72,2950.51,19914.46,272.52,38
851,29,2025-04-30,31806.75,30654.6,294.59,1099.0,2138.09,98932.5,208.43,15
852,25,2025-05-01,79979.74,17791.41,9980.74,1733.12,1424.08,40534.59,313.62,12
853,46,2025-05-02,107922.28,38954.09,7297.58,471.87,2998.91,57526.91,392.65,25
854,48,2025-05-03,117499.42,34694.17,9753.32,1827.46,68.41,55264.19,47.1,0
855,11,2025-05-04,181599.52,28858.74,6501.04,846.57,3670.8,20774.52,23.48,9
856,27,2025-05-05,182533.42,8378.51,225.79,995.86,3367.68,69398.77,386.41,43
857,23,2025-05-06,40307.13,37143.62,1855.79,500.67,2432.11,83677.6,266.59,16
858,19,2025-05-07,166265.11,22666.52,880.19,1640.13,3160.42,3604.41,349.63,16
859,27,2025-05-08,45483.36,28964.0,1133.15,1110.34,4099.75,78913.62,247.44,15
860,36,2025-05-09,50609.43,14281.07,6578.9,1555.05,3982.9,3133.2,2.36,23
861,44,2025-05-10,74372.31,26673.85,6421.82,113.0,2399.57,74165.74,382.85,15
862,32,2025-05-11,50533.66,3943.98,8200.77,946.19,4948.15,10601.42,40.1,35
863,21,2025-05-12,171024.64,24675.36,2256.44,1318.85,979.26,31745.59,299.51,8
864,38,2025-05-13,38777.85,20361.89,2677.67,1362.65,4605.13,66205.82,298.5,46
865,41,2025-05-14,192042.48,24455.71,9231.47,1137.99,3154.97,21748.0,120.45,4
866,18,2025-05-15,96653.15,9917.64,6156.76,1452.85,2528.72,47618.37,101.76,34
867,7,2025-05-16,65454.97,12498.0,8709.99,52.71,2133.95,70793.38,411.92,47
868,21,2025-05-17,63990.34,43576.43,3106.42,956.67,3187.46,51515.65,53.45,12
869,47,2025-05-18,111432.38,23066.17,1809.59,1971.6,2815.47,10024.62,163.54,0
870,3,2025-05-19,184432.97,43389.07,5822.81,960.45,1283.75,63831.09,148.0,20
871,10,2025-05-20,45472.62,31805.44,1265.28,674.24,1405.91,68738.97,463.73,3
872,49,2025-05-21,38624.17,40941.26,8108.49,765.28,1238.41,8002.79,373.57,39
873,26,2025-05-22,180733.99,23053.11,8757.24,1598.73,1127.73,49460.43,295.32,5
874,7,2025-05-23,50725.92,35347.47,3871.54,896.82,160.48,2885.54,113.72,12
875,27,2025-05-24,184945.3,20884.54,3429.59,996.35,929.74,24303.17,446.64,26
876,11,2025-05-25,85419.84,5308.21,2334.81,1933.08,3054.86,60658.18,271.69,16
877,18,2025-05-26,93352.9,17235.89,7938.27,1462.97,4026.53,42420.71,454.1,2
878,17,2025-05-27,69224.49,17130.24,766.72,43.75,1405.3,50842.46,98.52,23
879,46,2025-05-28,178059.92,32111.04,3385.06,1541.99,2135.23,89429.03,474.21,21
880,16,2025-05-29,58609.64,21192.74,9598.07,762.55,4192.14,84202.46,101.94,44
881,44,2025-05-30,154279.22,47163.1,7265.1,580.35,2714.71,38959.4,161.37,18
882,3,2025-05-31,44268.93,24277.37,5318.98,1890.07,920.78,95804.12,115.32,4
883,50,2025-06-01,80135.22,48180.75,5608.87,1063.15,4313.65,33217.03,449.42,13
884,1,2025-06-02,171224.19,42192.54,1738.98,14.44,3400.94,12077.74,133.76,6
885,31,2025-06-03,84702.9,19851.45,3001.8,859.79,1297.14,43371.8,361.43,47
886,47,2025-06-04,149859.89,20410.5,4210.65,1760.76,2750.88,65425.91,156.31,22
887,15,2025-06-05,86675.76,24979.09,5558.53,1437.38,2491.52,18071.04,331.97,49
888,22,2025-06-06,193298.98,15111.76,2194.33,1824.58,3608.5,42898.4,486.02,26
889,43,2025-06-07,85663.09,26435.94,1228.51,1402.05,838.63,9246.14,252.46,29
890,32,2025-06-08,192069.24,46998.31,5738.81,1702.19,3941.17,77238.99,419.03,33
891,40,2025-06-09,193118.94,36997.31,2627.28,642.13,3456.44,34389.57,211.41,45
892,11,2025-06-10,195395.33,37992.3,6438.64,1439.17,1790.72,34801.95,98.6,46
893,17,2025-06-11,27795.24,23358.86,1208.61,1603.16,264.65,39699.33,439.37,49
894,4,2025-06-12,133485.87,10641.33,4372.25,1440.85,2448.84,28057.55,357.14,21
895,45,2025-06-13,145952.97,29019.63,7582.65,1604.6,1830.63,3206.11,491.18,37
896,43,2025-06-14,82010.87,5482.38,796.33,987.35,590.61,71320.52,476.16,3
897,35,2025-06-15,75822.52,27637.13,4353.45,1616.51,1146.43,26536.13,62.86,43
898,22,2025-06-16,132595.51,38504.65,9874.48,1795.2,3041.63,79788.02,374.46,36
899,42,2025-06-17,94680.66,3181.57,2858.54,412.69,2046.69,57761.2,284.84,49
900,6,2025-06-18,29313.97,49363.48,1522.23,39.04,4356.87,1231.49,435.16,8
901,9,2025-06-19,171099.37,32360.86,8122.52,265.61,3037.38,22895.95,100.13,36
902,2,2025-06-20,107961.7,23193.9,202.06,389.79,900.38,39662.94,432.64,47
